ID,actual_productivity
TEST_0064,0.7928627257094916
TEST_0065,0.44093112214200125
TEST_0066,0.6765878111044512
TEST_0067,0.7820456282049392
TEST_0068,0.547669997743819
TEST_0069,0.6204166171419142
TEST_0070,0.631031371738066
TEST_0071,0.7419346587185598
TEST_0072,0.6506133915311769
TEST_0073,0.7187312111860464
TEST_0074,0.664668675356221
TEST_0075,0.477703811749824
TEST_0076,0.7205917146877376
TEST_0077,0.4340196164761772
TEST_0078,0.5777232507383505
TEST_0079,0.7346483759303635
TEST_0080,0.4079956657540776
TEST_0081,0.4169241760276088
TEST_0082,0.4231713728004341
TEST_0083,0.5222983126665177
TEST_0084,0.7176729068863379
TEST_0085,0.783970415883451
TEST_0086,0.7364708781823323
TEST_0087,0.5753885268746257
TEST_0088,0.651238168039437
TEST_0089,0.4983664041932032
TEST_0090,0.5255397524690737
TEST_0091,0.4734257455781525
TEST_0092,0.48305289249452316
TEST_0093,0.49795287764406393
TEST_0094,0.5130919164335586
TEST_0095,0.4711680050923044
TEST_0096,0.8250163526847608
TEST_0097,0.6908340298498834
TEST_0098,0.8227793938078639
TEST_0099,0.6647292087952538
TEST_0100,0.3876934703647431
TEST_0101,0.3876934703647431
TEST_0102,0.39064666173427187
TEST_0103,0.38231757600548616
TEST_0104,0.4051343711240054
TEST_0105,0.497188743442025
TEST_0106,0.4450448046262931
TEST_0107,0.3970190226122218
TEST_0108,0.30829209835699584
TEST_0109,0.37461803185195386
TEST_0110,0.3665796346288582
TEST_0111,0.33247320546870873
TEST_0112,0.5992104527541608
TEST_0113,0.3030012482118855
TEST_0114,0.3666381089101288
TEST_0115,0.29604093342807675
TEST_0116,0.4041265352785718
TEST_0117,0.46758607249895734
TEST_0118,0.4528921126489547
TEST_0119,0.5338524194260699
TEST_0120,0.7939269029275359
TEST_0121,0.7855585284895521
TEST_0122,0.5682369500523935
TEST_0123,0.5311353955315469
TEST_0124,0.6080456459791918
TEST_0125,0.507921501807699
TEST_0126,0.6418980800727416
TEST_0127,0.6492763429587617
TEST_0128,0.6960642158453557
TEST_0129,0.42442778801182157
TEST_0130,0.6482087746527456
TEST_0131,0.801042005002749
TEST_0132,0.5556364053105397
TEST_0133,0.6742431501855987
TEST_0134,0.4226155879793205
TEST_0135,0.4642983753253267
TEST_0136,0.5460574045740545
TEST_0137,0.5460574045740545
TEST_0138,0.5314231860878185
TEST_0139,0.6751482164980755
TEST_0140,0.5784158944073263
TEST_0141,0.5314231860878185
TEST_0142,0.7274793619411607
TEST_0143,0.6591492567613911
TEST_0144,0.4501994736202338
TEST_0145,0.36993981602289017
TEST_0146,0.4501994736202338
TEST_0147,0.45127461544393516
TEST_0148,0.5212405458477204
TEST_0149,0.5212405458477204
TEST_0150,0.5642081979237505
TEST_0151,0.4038389865141439
TEST_0152,0.42710507596104474
TEST_0153,0.3074775311225567
TEST_0154,0.33271736570397464
TEST_0155,0.42639598514568317
TEST_0156,0.5989393171853606
TEST_0157,0.7473109842832377
TEST_0158,0.6710987136624058
TEST_0159,0.5816443824421129
TEST_0160,0.414713011147243
TEST_0161,0.4878538689204598
TEST_0162,0.4484900818629525
TEST_0163,0.490464832890219
TEST_0164,0.8794432074461334
TEST_0165,0.8061073085579303
TEST_0166,0.8061073085579303
TEST_0167,0.5402067475474173
TEST_0168,0.547669997743819
TEST_0169,0.664668675356221
TEST_0170,0.6094732117693156
TEST_0171,0.6286000329141395
TEST_0172,0.6896517034255557
TEST_0173,0.9022326656662308
TEST_0174,0.5729185327521111
TEST_0175,0.7850805803889113
TEST_0176,0.7239697810038577
TEST_0177,0.7195606357960564
TEST_0178,0.8448692623410275
TEST_0179,0.6725458178278787
TEST_0180,0.5636219310252878
TEST_0181,0.4176901299185506
TEST_0182,0.5080875736973633
TEST_0183,0.4189628276771925
TEST_0184,0.359779788045497
TEST_0185,0.5353714546019429
TEST_0186,0.3460100145148347
TEST_0187,0.5192283882536919
TEST_0188,0.39898072321866623
TEST_0189,0.46831599067218577
TEST_0190,0.37430243127932705
TEST_0191,0.4451273821763587
TEST_0192,0.5133772889932808
TEST_0193,0.3612676059159769
TEST_0194,0.40749590003722436
TEST_0195,0.3886817317695506
TEST_0196,0.4088026938931238
TEST_0197,0.4778920084712838
TEST_0198,0.4105667644017563
TEST_0199,0.4088026938931238
TEST_0200,0.4328593456705099
TEST_0201,0.516673049171431
TEST_0202,0.4343170689311055
TEST_0203,0.4686930799582215
TEST_0204,0.434615507842609
TEST_0205,0.41356490176635236
TEST_0206,0.5194036049144499
TEST_0207,0.42128679373450495
TEST_0208,0.4653385987354562
TEST_0209,0.4357687453152546
TEST_0210,0.45378611145834014
TEST_0211,0.4210235137109893
TEST_0212,0.39627093891729875
TEST_0213,0.40384390763173716
TEST_0214,0.44413377726482306
TEST_0215,0.3759209205208118
TEST_0216,0.8019005157890405
TEST_0217,0.8344044758139535
TEST_0218,0.7890402696777772
TEST_0219,0.832409719713678
TEST_0220,0.6149287945421875
TEST_0221,0.4255270610746394
TEST_0222,0.6421667908548532
TEST_0223,0.3805931331748595
TEST_0224,0.49316594535409986
TEST_0225,0.38182416936993574
TEST_0226,0.4563169822007149
TEST_0227,0.5129316809373732
TEST_0228,0.3957780905295156
TEST_0229,0.3778776322918832
TEST_0230,0.4056291857155821
TEST_0231,0.3424870928285915
TEST_0232,0.5311353955315469
TEST_0233,0.5311353955315469
TEST_0234,0.724556451680644
TEST_0235,0.7596927516905292
TEST_0236,0.44786608373420067
TEST_0237,0.5747830871290405
TEST_0238,0.4691103341361288
TEST_0239,0.5040990794030897
TEST_0240,0.3862175463558713
TEST_0241,0.3901699783921089
TEST_0242,0.4661624426463367
TEST_0243,0.3778776322918832
TEST_0244,0.716592740975795
TEST_0245,0.5567270833717016
TEST_0246,0.6225817027905195
TEST_0247,0.6544691255642221
TEST_0248,0.47238413733938434
TEST_0249,0.5558296214266214
TEST_0250,0.4609436342530528
TEST_0251,0.46304183135189797
TEST_0252,0.749006575758663
TEST_0253,0.8034572561085447
TEST_0254,0.7797567888919857
TEST_0255,0.6764532663794096
TEST_0256,0.5742474532184545
TEST_0257,0.43040850067656494
TEST_0258,0.4431987628952455
TEST_0259,0.5240127429077222
TEST_0260,0.4137064000146722
TEST_0261,0.44143750626400047
TEST_0262,0.6178852313088915
TEST_0263,0.4644987309663805
TEST_0264,0.8819359994413952
TEST_0265,0.6814042951373235
TEST_0266,0.6225817027905195
TEST_0267,0.6053525374119467
TEST_0268,0.44798421364458657
TEST_0269,0.5016245603038106
TEST_0270,0.44369596416584967
TEST_0271,0.4859387622838872
TEST_0272,0.8938882437804185
TEST_0273,0.5567270833717016
TEST_0274,0.49901186665434005
TEST_0275,0.8671851818395465
TEST_0276,0.49901186665434005
TEST_0277,0.5567270833717016
TEST_0278,0.49901186665434005
TEST_0279,0.5567270833717016
TEST_0280,0.8001607066976706
TEST_0281,0.8181231109266122
TEST_0282,0.8038415407234817
TEST_0283,0.6893047103508312
TEST_0284,0.6489611773190815
TEST_0285,0.7284847521197689
TEST_0286,0.7284847521197689
TEST_0287,0.8538860423189251
TEST_0288,0.4386352615267615
TEST_0289,0.4386352615267615
TEST_0290,0.42071352136105467
TEST_0291,0.42151121750021997
TEST_0292,0.542959515683854
TEST_0293,0.542959515683854
TEST_0294,0.8405412469772688
TEST_0295,0.5753885268746257
TEST_0296,0.544099933057434
TEST_0297,0.49068554116133134
TEST_0298,0.5360372812677117
TEST_0299,0.49146303009273945
TEST_0300,0.4868095036490804
TEST_0301,0.6946540382092458
TEST_0302,0.6001502961415872
TEST_0303,0.6951596641082437
TEST_0304,0.6046233337958646
TEST_0305,0.5276581848760153
TEST_0306,0.5310939594552939
TEST_0307,0.525932909552116
TEST_0308,0.4619551857890558
TEST_0309,0.5261025265953791
TEST_0310,0.6003573440995529
TEST_0311,0.5942140367846043
TEST_0312,0.5661600118900614
TEST_0313,0.6993730903070481
TEST_0314,0.5983425021324736
TEST_0315,0.8205503050218831
TEST_0316,0.7188768972830696
TEST_0317,0.7189247377452916
TEST_0318,0.7205520767388278
TEST_0319,0.7248524663480679
TEST_0320,0.6433139662053888
TEST_0321,0.6129728846143879
TEST_0322,0.6566803368615315
TEST_0323,0.7728528718311283
TEST_0324,0.35851119157096456
TEST_0325,0.32220862054653904
TEST_0326,0.5148381160522261
TEST_0327,0.3470766418446678
TEST_0328,0.4631371228374819
TEST_0329,0.452206882581899
TEST_0330,0.585845461860249
TEST_0331,0.6004378015466227
TEST_0332,0.41412401999241066
TEST_0333,0.488121054029683
TEST_0334,0.4115268804995288
TEST_0335,0.4271498294488637
TEST_0336,0.6898421339603339
TEST_0337,0.5436554509611619
TEST_0338,0.6796409440486704
TEST_0339,0.6441028959117385
TEST_0340,0.7236815004406177
TEST_0341,0.5314231860878185
TEST_0342,0.5604261213015682
TEST_0343,0.7175333851314761
TEST_0344,0.5276512322836431
TEST_0345,0.540750177140183
TEST_0346,0.859517750044603
TEST_0347,0.859517750044603
TEST_0348,0.5298667438944639
TEST_0349,0.6334897810566094
TEST_0350,0.5892975526815951
TEST_0351,0.6307884361547094
TEST_0352,0.6544691255642221
TEST_0353,0.3876417041846148
TEST_0354,0.7483523848886898
TEST_0355,0.6860125450286193
TEST_0356,0.43113510538267397
TEST_0357,0.5242949363475197
TEST_0358,0.5242949363475197
TEST_0359,0.5242949363475197
TEST_0360,0.5242949363475197
TEST_0361,0.5242949363475197
TEST_0362,0.5242949363475197
TEST_0363,0.5242949363475197
TEST_0364,0.769126807470477
TEST_0365,0.744933738772789
TEST_0366,0.7206112924885
TEST_0367,0.769126807470477
TEST_0368,0.8287156277199015
TEST_0369,0.7724569053386761
TEST_0370,0.6489611773190815
TEST_0371,0.4796314637026482
TEST_0372,0.46964134629055165
TEST_0373,0.5436797469445053
TEST_0374,0.6151859001917723
TEST_0375,0.46964134629055165
TEST_0376,0.63473255049655
TEST_0377,0.5795900742002738
TEST_0378,0.591646620340858
TEST_0379,0.6234941518816413
TEST_0380,0.5450607823098951
TEST_0381,0.614118511166542
TEST_0382,0.5050593280406505
TEST_0383,0.4874895729224839
TEST_0384,0.46471731864944943
TEST_0385,0.44434441471738156
TEST_0386,0.44685166977692153
TEST_0387,0.3811297289904813
TEST_0388,0.474699971628746
TEST_0389,0.4723150360159217
TEST_0390,0.4661624426463367
TEST_0391,0.4688309920566566
TEST_0392,0.4754814716957883
TEST_0393,0.4688442118834323
TEST_0394,0.471099530116351
TEST_0395,0.4467959508719586
TEST_0396,0.688475259361543
TEST_0397,0.7921448543870475
TEST_0398,0.5885261465332434
TEST_0399,0.6829130892253944
TEST_0400,0.4397228956597992
TEST_0401,0.5408585733015736
TEST_0402,0.5211417030267558
TEST_0403,0.6042815286046539
TEST_0404,0.5242949363475197
TEST_0405,0.5242949363475197
TEST_0406,0.5242949363475197
TEST_0407,0.5436554509611619
TEST_0408,0.6204166171419142
TEST_0409,0.5443250299554478
TEST_0410,0.6357230636952131
TEST_0411,0.7195606357960564
TEST_0412,0.4852226004007397
TEST_0413,0.4715869016657028
TEST_0414,0.4828345626108959
TEST_0415,0.46255363254881454
TEST_0416,0.7195606357960564
TEST_0417,0.7983448364397963
TEST_0418,0.7195606357960564
TEST_0419,0.7420459344851332
TEST_0420,0.5824767661351746
TEST_0421,0.7799904824904875
TEST_0422,0.792145739279372
TEST_0423,0.7241795521119639
TEST_0424,0.6667615752883722
TEST_0425,0.7551008357297835
TEST_0426,0.7556323967608277
TEST_0427,0.7983448364397963
TEST_0428,0.6140311414500026
TEST_0429,0.46261682323757153
TEST_0430,0.4520495899837295
TEST_0431,0.4994559315866547
TEST_0432,0.6204166171419142
TEST_0433,0.6501668974288932
TEST_0434,0.4642983753253267
TEST_0435,0.7371231322455255
TEST_0436,0.6473239484362329
TEST_0437,0.6059448356785636
TEST_0438,0.5507853922485937
TEST_0439,0.5982958199750104
TEST_0440,0.5026447334193124
TEST_0441,0.4594832898829681
TEST_0442,0.4780768686664856
TEST_0443,0.5759332743318352
TEST_0444,0.8046798595245631
TEST_0445,0.8046798595245631
TEST_0446,0.7659000401408217
TEST_0447,0.7187636265132238
TEST_0448,0.3717003767309097
TEST_0449,0.5157652320218801
TEST_0450,0.4459843525652721
TEST_0451,0.44282030548468987
TEST_0452,0.8599898160636499
TEST_0453,0.7987896771214346
TEST_0454,0.709895583157155
TEST_0455,0.6999288676859524
TEST_0456,0.747798479939156
TEST_0457,0.7705911938972966
TEST_0458,0.8025781201474099
TEST_0459,0.8224630340158289
TEST_0460,0.6009469639723198
TEST_0461,0.6368457520819473
TEST_0462,0.6368457520819473
TEST_0463,0.6368457520819473
TEST_0464,0.5115811588502142
TEST_0465,0.5212405458477204
TEST_0466,0.8054622943568476
TEST_0467,0.5428087820435799
TEST_0468,0.5088690162936189
TEST_0469,0.6180191836353525
TEST_0470,0.47831634747690777
TEST_0471,0.476658558241177
TEST_0472,0.4278828173095365
TEST_0473,0.42403621153144505
TEST_0474,0.4257805254134033
TEST_0475,0.5314933786018534
TEST_0476,0.6796409440486704
TEST_0477,0.7206245539048313
TEST_0478,0.6583219698821374
TEST_0479,0.6618515429818538
TEST_0480,0.5373897880530693
TEST_0481,0.4416254327688679
TEST_0482,0.5225741859727036
TEST_0483,0.4689158386382339
TEST_0484,0.45607917274884324
TEST_0485,0.6578499825315653
TEST_0486,0.5687644391820315
TEST_0487,0.6510369933870588
TEST_0488,0.5859647369228078
TEST_0489,0.5859647369228078
TEST_0490,0.4563612893098971
TEST_0491,0.5847628189358658
TEST_0492,0.5717643744846053
TEST_0493,0.5375242299495516
TEST_0494,0.5002741547466699
TEST_0495,0.5403349337826404
TEST_0496,0.6650317425259622
TEST_0497,0.631031371738066
TEST_0498,0.547669997743819
TEST_0499,0.4512116686068285
TEST_0500,0.41221972088730885
TEST_0501,0.4809952818751884
TEST_0502,0.7099132578621952
TEST_0503,0.4623657125915559
TEST_0504,0.589539260420434
TEST_0505,0.5604261213015682
TEST_0506,0.5604261213015682
TEST_0507,0.8363246285020791
TEST_0508,0.7297091269682427
TEST_0509,0.540084297285514
TEST_0510,0.7964681785132656
TEST_0511,0.7528287534673884
TEST_0512,0.5562390919152889
TEST_0513,0.5572474232097171
TEST_0514,0.6386268612685635
TEST_0515,0.48693188679821264
TEST_0516,0.593027077530055
TEST_0517,0.6212081109272007
TEST_0518,0.6185759369264963
TEST_0519,0.6185759369264963
TEST_0520,0.4686017813594204
TEST_0521,0.46108611933904287
TEST_0522,0.47885293705857984
TEST_0523,0.4580040189906044
TEST_0524,0.5056778091869031
TEST_0525,0.5851463586801529
TEST_0526,0.47706001532331166
TEST_0527,0.4430583811273327
TEST_0528,0.48377805595876644
TEST_0529,0.43602294297485483
TEST_0530,0.5328134539553436
TEST_0531,0.5070583254224402
TEST_0532,0.4933839315147263
TEST_0533,0.5364552641731364
TEST_0534,0.4983201727761329
TEST_0535,0.5786401317008145
TEST_0536,0.5606949740535652
TEST_0537,0.5362641525661581
TEST_0538,0.43158576171089486
TEST_0539,0.4537258354939982
TEST_0540,0.41952260472544367
TEST_0541,0.46416386999288395
TEST_0542,0.5192283882536919
TEST_0543,0.40521591370647386
TEST_0544,0.6437131377651963
TEST_0545,0.5696524616604546
TEST_0546,0.5366596869432756
TEST_0547,0.5595831288909661
TEST_0548,0.5187708740883705
TEST_0549,0.4342299360184292
TEST_0550,0.4483383872020114
TEST_0551,0.3328667430259223
TEST_0552,0.54043729022958
TEST_0553,0.6666639316451438
TEST_0554,0.5020978587921174
TEST_0555,0.6476869438345443
TEST_0556,0.604005787988139
TEST_0557,0.4839727697715687
TEST_0558,0.4771148434091112
TEST_0559,0.5292962175109718
TEST_0560,0.5546283296882417
TEST_0561,0.6571785757488215
TEST_0562,0.46668845462143393
TEST_0563,0.5168105309479472
TEST_0564,0.5139810389693515
TEST_0565,0.4865836091634914
TEST_0566,0.5804737258415705
TEST_0567,0.5428245194624607
TEST_0568,0.4620262274224437
TEST_0569,0.39582324275060654
TEST_0570,0.3906096381913414
TEST_0571,0.6194961787736375
TEST_0572,0.6156748901851883
TEST_0573,0.4463211899586383
TEST_0574,0.5387806505379151
TEST_0575,0.5159145683278704
TEST_0576,0.5503592039675639
TEST_0577,0.5548547061427761
TEST_0578,0.46616985484730344
TEST_0579,0.606673536517636
TEST_0580,0.49108284834120786
TEST_0581,0.4573293433854164
TEST_0582,0.580683326721571
TEST_0583,0.4955884219256773
TEST_0584,0.4811876952063313
TEST_0585,0.49394849006158537
TEST_0586,0.5064379678244724
TEST_0587,0.43426013889958426
TEST_0588,0.4550686014724297
TEST_0589,0.4550686014724297
TEST_0590,0.44765070816722985
TEST_0591,0.4305960870997849
TEST_0592,0.4632191039791524
TEST_0593,0.6028358047083959
TEST_0594,0.5170929976078575
TEST_0595,0.4614473377977155
TEST_0596,0.5018504783206653
TEST_0597,0.4579711490017764
TEST_0598,0.4630847203231505
TEST_0599,0.4630847203231505
TEST_0600,0.5617399067591311
TEST_0601,0.48411207608131296
TEST_0602,0.4984685038388668
TEST_0603,0.5237023974496848
TEST_0604,0.8079268821369991
TEST_0605,0.8079268821369991
TEST_0606,0.8628900777063134
TEST_0607,0.7921448543870475
TEST_0608,0.5314231860878185
TEST_0609,0.7928627257094916
TEST_0610,0.5314231860878185
TEST_0611,0.74861232384661
TEST_0612,0.6307646130291062
TEST_0613,0.6307646130291062
TEST_0614,0.707605679317767
TEST_0615,0.7395453507958085
TEST_0616,0.8188529966910421
TEST_0617,0.857723445311738
TEST_0618,0.8287917873337033
TEST_0619,0.7582131115156882
TEST_0620,0.46167426537665374
TEST_0621,0.40161443714645906
TEST_0622,0.38177360675471655
TEST_0623,0.532094278485963
TEST_0624,0.709071892488235
TEST_0625,0.5520923526313399
TEST_0626,0.5802406916333183
TEST_0627,0.5483158070372656
TEST_0628,0.6188831971689008
TEST_0629,0.5130404340406064
TEST_0630,0.6417339144843803
TEST_0631,0.6733701876267938
TEST_0632,0.4967597762345606
TEST_0633,0.460217412610439
TEST_0634,0.46304183135189797
TEST_0635,0.49663154723100333
TEST_0636,0.4829127709301506
TEST_0637,0.3824812706255643
TEST_0638,0.4225380563850178
TEST_0639,0.44593381273169397
TEST_0640,0.5284589901907679
TEST_0641,0.5186702000278751
TEST_0642,0.43724768643276485
TEST_0643,0.5728793768334045
TEST_0644,0.801145376101895
TEST_0645,0.7887879266743071
TEST_0646,0.6725458178278787
TEST_0647,0.8334438209405428
TEST_0648,0.7544563638804017
TEST_0649,0.5646845097203923
TEST_0650,0.7297091269682427
TEST_0651,0.622357336758483
TEST_0652,0.5551822265777944
TEST_0653,0.5473019214568077
TEST_0654,0.5495980419082026
TEST_0655,0.4688896811368287
TEST_0656,0.44294329553695316
TEST_0657,0.4618114103660834
TEST_0658,0.46260339035946507
TEST_0659,0.441368172203803
TEST_0660,0.7659000401408217
TEST_0661,0.8310507159297119
TEST_0662,0.7659000401408217
TEST_0663,0.8498238277108976
TEST_0664,0.6107737019351043
TEST_0665,0.6335546713194652
TEST_0666,0.7331372271149558
TEST_0667,0.8948626152424828
TEST_0668,0.6225817027905195
TEST_0669,0.6225817027905195
TEST_0670,0.7167733492538706
TEST_0671,0.7167733492538706
TEST_0672,0.7690134052294388
TEST_0673,0.747656497756916
TEST_0674,0.7119469491896164
TEST_0675,0.7125190495963575
TEST_0676,0.7154606578014219
TEST_0677,0.7154606578014219
TEST_0678,0.7391579474918882
TEST_0679,0.820864743382438
TEST_0680,0.44388958034478915
TEST_0681,0.5022886478969828
TEST_0682,0.563802422956961
TEST_0683,0.5292962175109718
TEST_0684,0.6529037831957903
TEST_0685,0.8485641337073144
TEST_0686,0.4176062917068778
TEST_0687,0.6993730903070481
TEST_0688,0.5247508180838445
TEST_0689,0.5810789907970613
TEST_0690,0.46044081116059526
TEST_0691,0.5587011496546883
TEST_0692,0.6993730903070481
TEST_0693,0.4504807074968519
TEST_0694,0.4176062917068778
TEST_0695,0.8687715846818629
TEST_0696,0.5025443672532903
TEST_0697,0.4603494334439627
TEST_0698,0.46398493509657784
TEST_0699,0.5253775066751012
TEST_0700,0.354245063378464
TEST_0701,0.3990342188886513
TEST_0702,0.3446110591788269
TEST_0703,0.359779788045497
TEST_0704,0.6374933132205155
TEST_0705,0.520225343835446
TEST_0706,0.3805931331748595
TEST_0707,0.48906385494617255
TEST_0708,0.5436554509611619
TEST_0709,0.5242949363475197
TEST_0710,0.6751482164980755
TEST_0711,0.5676141071098746
TEST_0712,0.5311353955315469
TEST_0713,0.5311353955315469
TEST_0714,0.7098933706578336
TEST_0715,0.7624910217431611
TEST_0716,0.5311353955315469
TEST_0717,0.5311353955315469
TEST_0718,0.7229470238320144
TEST_0719,0.724556451680644
TEST_0720,0.631478709633792
TEST_0721,0.5885977715231308
TEST_0722,0.5816470927699533
TEST_0723,0.5623940432445527
TEST_0724,0.5276512322836431
TEST_0725,0.674128375761752
TEST_0726,0.7948233405502421
TEST_0727,0.8425619036879435
TEST_0728,0.7430011532806362
TEST_0729,0.514290996885191
TEST_0730,0.5604261213015682
TEST_0731,0.5604261213015682
TEST_0732,0.6921296593786225
TEST_0733,0.6919916280165315
TEST_0734,0.5322009282560721
TEST_0735,0.5303817380366094
TEST_0736,0.6545880306065884
TEST_0737,0.6529037831957903
TEST_0738,0.6529037831957903
TEST_0739,0.7624910217431611
TEST_0740,0.7400559854437452
TEST_0741,0.6129728846143879
TEST_0742,0.6129728846143879
TEST_0743,0.7320307655409757
TEST_0744,0.7483523848886898
TEST_0745,0.622357336758483
TEST_0746,0.5492182119908037
TEST_0747,0.4010275182712446
TEST_0748,0.4618114103660834
TEST_0749,0.44698102674392814
TEST_0750,0.8425255391965306
TEST_0751,0.6566803368615315
TEST_0752,0.706933965334128
TEST_0753,0.6927173801198272
TEST_0754,0.4334114791672524
TEST_0755,0.5349063319876755
TEST_0756,0.6948825149806803
TEST_0757,0.48281684721268164
TEST_0758,0.6576465792215749
TEST_0759,0.4642983753253267
TEST_0760,0.49030947210632625
TEST_0761,0.3519156599243359
TEST_0762,0.4121016602068604
TEST_0763,0.2952461954495956
TEST_0764,0.309872645821317
TEST_0765,0.3965743774181282
TEST_0766,0.6387785086034663
TEST_0767,0.30013162934294896
TEST_0768,0.4129147005127972
TEST_0769,0.5436554509611619
TEST_0770,0.49120866812015807
TEST_0771,0.5180873771345537
TEST_0772,0.47205279329530203
TEST_0773,0.37234266249027664
TEST_0774,0.48743856199010205
TEST_0775,0.41094601971179695
TEST_0776,0.35016948896833117
TEST_0777,0.773684091172318
TEST_0778,0.44859735341141715
TEST_0779,0.6733776870756559
TEST_0780,0.4176062917068778
TEST_0781,0.46917540998150553
TEST_0782,0.49649866109315316
TEST_0783,0.8158399718608463
TEST_0784,0.7163236727435771
TEST_0785,0.5428087820435799
TEST_0786,0.4468680792516042
TEST_0787,0.39080355797645117
TEST_0788,0.5768458236258688
TEST_0789,0.579790127602898
TEST_0790,0.5104546376294318
TEST_0791,0.5103620468613195
TEST_0792,0.7095392315047676
TEST_0793,0.688475259361543
TEST_0794,0.40417413044620404
TEST_0795,0.40442535211418645
TEST_0796,0.4700786384428201
TEST_0797,0.839810716880465
TEST_0798,0.5034954193098875
TEST_0799,0.4895836346375798
TEST_0800,0.809442246050811
TEST_0801,0.460217412610439
TEST_0802,0.5314231860878185
TEST_0803,0.5687644391820315
TEST_0804,0.7964681785132656
TEST_0805,0.49901186665434005
TEST_0806,0.5331662685168808
TEST_0807,0.6273125251141709
TEST_0808,0.7630854433383804
TEST_0809,0.3876934703647431
TEST_0810,0.773786661602253
TEST_0811,0.6242438541291772
TEST_0812,0.7940442228425605
TEST_0813,0.6099308127076297
TEST_0814,0.8289101271030044
TEST_0815,0.42442778801182157
TEST_0816,0.32617759597615426
TEST_0817,0.45607917274884324
