id,count
753,174.06
758,242.86
765,16.64
766,220.53
768,87.45
769,182.95
774,129.17
775,109.07
781,50.2
784,327.53
794,18.43
795,272.12
796,85.66
802,147.15
803,211.5
805,30.73
806,281.6
807,102.51
809,15.76
810,162.56
812,190.8
814,117.87
818,242.76
819,131.11
825,76.03
836,114.09
839,116.64
847,264.93
848,172.84
851,112.54
852,137.14
853,29.97
857,138.27
858,42.3
859,226.37
861,21.61
867,104.14
870,208.65
871,202.96
872,205.07
874,361.66
881,194.01
886,137.66
890,56.73
895,165.38
899,88.92
900,272.65
901,262.32
902,243.05
903,40.74
913,266.39
918,193.97
923,126.5
924,33.93
926,25.82
927,19.96
930,222.54
934,29.51
937,122.4
939,157.83
941,91.69
942,379.04
946,271.35
950,100.75
953,90.92
959,104.19
961,27.71
962,98.93
964,84.75
969,187.36
971,157.26
976,42.01
978,259.3
980,230.13
981,152.85
990,365.6
993,18.37
996,20.5
998,333.09
999,183.46
1006,122.53
1008,15.13
1013,29.29
1015,100.69
1016,121.9
1022,298.09
1026,216.15
1028,232.69
1031,73.79
1034,47.6
1037,193.52
1040,62.71
1042,20.02
1046,18.91
1048,101.55
1049,110.89
1050,57.7
1051,205.31
1052,234.01
1055,187.46
1060,161.68
1064,29.04
1066,72.53
1071,97.62
1073,13.09
1089,214.74
1091,94.67
1092,77.24
1093,233.19
1096,319.44
1097,215.06
1098,18.76
1099,39.55
1102,179.81
1107,108.23
1109,42.77
1111,128.9
1112,118.19
1114,322.32
1116,289.03
1117,118.6
1118,76.73
1122,136.25
1124,154.06
1127,118.17
1133,227.21
1134,34.38
1135,140.83
1139,307.17
1143,50.13
1150,117.48
1151,113.14
1153,273.82
1155,27.44
1162,28.25
1163,208.62
1166,20.0
1171,87.63
1172,15.83
1173,261.78
1174,65.26
1177,120.12
1178,145.18
1184,169.41
1185,113.56
1186,117.63
1187,162.78
1188,282.39
1191,134.61
1207,125.01
1213,43.67
1215,128.66
1223,170.39
1227,119.34
1236,52.48
1237,54.55
1238,20.14
1241,30.44
1248,18.05
1250,37.22
1251,160.93
1253,117.81
1255,101.88
1257,164.27
1261,115.0
1262,339.67
1265,131.92
1273,172.82
1277,261.24
1278,117.02
1280,113.4
1284,235.39
1285,341.4
1288,32.66
1295,114.54
1297,353.21
1299,259.96
1304,147.46
1308,41.0
1310,98.1
1311,112.84
1314,92.77
1315,109.75
1318,29.28
1320,333.83
1321,295.36
1322,240.3
1330,115.21
1333,172.84
1334,233.91
1341,122.81
1344,142.12
1351,228.46
1354,101.97
1356,57.13
1363,120.36
1365,200.07
1369,125.84
1373,119.49
1375,111.29
1377,86.89
1379,126.7
1380,278.19
1381,98.58
1384,182.07
1390,197.04
1393,239.29
1395,46.82
1399,328.58
1400,97.53
1401,151.09
1404,164.98
1408,12.8
1409,27.4
1413,221.08
1416,277.51
1418,105.43
1423,105.63
1424,26.8
1425,16.32
1433,254.52
1434,141.1
1436,323.61
1442,245.06
1444,83.58
1445,119.49
1452,238.22
1455,162.6
1462,71.05
1467,72.7
1472,42.85
1475,186.35
1493,116.38
1501,229.19
1503,299.03
1504,221.8
1505,14.52
1511,232.74
1512,50.88
1513,90.15
1514,36.56
1528,245.84
1533,246.16
1534,28.51
1536,145.61
1537,74.0
1539,235.61
1550,212.2
1552,208.92
1554,191.94
1555,371.24
1556,98.53
1559,32.93
1563,243.35
1566,136.75
1567,141.75
1568,26.86
1571,227.54
1572,18.25
1574,47.44
1577,18.61
1583,73.91
1585,30.74
1586,189.96
1587,184.6
1596,146.71
1602,34.61
1604,74.23
1605,31.74
1610,305.93
1611,98.11
1616,32.09
1617,100.85
1618,15.83
1622,43.4
1623,31.2
1628,305.11
1631,16.68
1632,183.56
1633,239.47
1634,320.83
1636,219.16
1637,100.16
1643,120.11
1644,102.94
1646,98.31
1648,212.52
1651,31.29
1656,19.84
1658,139.6
1659,18.13
1665,172.65
1666,141.98
1670,43.68
1674,152.17
1679,202.23
1680,226.18
1683,330.34
1686,27.85
1691,99.04
1693,35.03
1696,39.13
1697,99.54
1703,101.37
1706,28.03
1709,168.14
1710,87.71
1712,193.87
1713,124.34
1718,345.4
1719,166.94
1722,269.22
1723,131.56
1724,279.76
1728,58.08
1730,30.5
1732,28.15
1737,36.39
1745,90.41
1747,13.9
1748,13.76
1755,101.21
1759,17.32
1761,266.52
1764,216.71
1765,146.59
1766,91.35
1768,102.88
1770,29.9
1771,145.19
1774,96.69
1785,127.12
1788,188.39
1792,14.94
1794,220.25
1797,118.04
1798,14.52
1799,263.69
1802,104.71
1806,31.08
1808,87.37
1810,239.33
1818,124.69
1819,377.28
1820,288.75
1822,225.21
1826,227.77
1827,176.14
1835,19.29
1841,115.74
1842,144.3
1843,18.19
1846,43.54
1849,103.43
1850,197.99
1851,196.53
1857,52.46
1858,189.8
1860,99.84
1861,248.45
1864,116.68
1869,331.54
1871,63.82
1872,30.82
1875,17.22
1878,239.42
1879,238.9
1885,92.55
1888,113.36
1889,30.36
1890,94.49
1896,139.32
1897,168.05
1898,114.33
1900,102.2
1905,38.95
1908,113.85
1909,102.65
1913,67.15
1918,108.59
1922,334.64
1923,129.9
1925,260.98
1926,135.74
1927,311.15
1930,192.87
1935,67.7
1939,114.38
1942,97.68
1943,326.39
1948,250.71
1949,261.9
1951,109.15
1953,119.1
1959,126.36
1963,17.53
1967,131.43
1973,259.27
1975,27.97
1976,88.61
1990,114.84
1993,114.28
1997,189.29
1999,122.67
2001,286.14
2004,90.13
2010,101.31
2013,134.39
2017,301.25
2021,123.62
2023,148.49
2026,138.81
2037,31.83
2039,178.84
2041,18.09
2046,30.26
2050,18.54
2060,242.56
2067,104.23
2069,140.6
2072,248.63
2074,130.1
2079,114.78
2083,25.65
2085,188.49
2087,16.85
2093,137.96
2094,31.42
2097,36.7
2103,96.05
2104,47.16
2107,187.15
2108,16.48
2110,104.05
2115,182.26
2117,30.84
2125,319.74
2127,255.25
2133,15.07
2134,383.57
2135,116.2
2141,258.7
2143,33.25
2145,86.28
2146,29.65
2147,280.95
2148,51.77
2149,76.05
2165,122.72
2166,150.04
2177,206.57
