id,count
1118,103.0
1122,161.0
1124,132.0
1127,181.0
1133,335.0
1134,51.0
1135,150.0
1139,222.0
1143,29.0
1150,105.0
1151,92.0
1153,226.0
1155,34.0
1162,27.0
1163,24.0
1166,23.0
1171,78.0
1172,2.0
1173,176.0
1174,127.0
1177,37.0
1178,150.0
1184,92.0
1185,132.0
1186,92.0
1187,150.0
1188,247.0
1191,132.0
1207,132.0
1213,40.0
1215,112.0
1223,300.0
1227,161.0
1236,34.0
1237,39.0
1238,35.0
1241,29.0
1248,27.0
1250,46.0
1251,225.0
1253,90.0
1255,132.0
1257,126.0
1261,90.0
1262,398.0
1265,104.0
1273,130.0
1277,216.0
1278,161.0
1280,90.0
1284,150.0
1285,222.0
1288,65.0
1295,90.0
1297,187.0
1299,278.0
1304,247.0
1308,45.0
1310,93.0
1311,126.0
1314,106.0
1315,90.0
1318,22.0
1320,222.0
1321,172.0
1322,305.0
1330,132.0
1333,375.0
1334,234.0
1341,107.0
1344,189.0
1351,274.0
1354,111.0
1356,29.0
1363,90.0
1365,150.0
1369,217.0
1373,90.0
1375,90.0
1377,94.0
1379,107.0
1380,222.0
1381,143.0
1384,302.0
1390,300.0
1393,217.0
1395,29.0
1399,309.0
1400,61.0
1401,37.0
1404,161.0
1408,2.0
1409,37.0
1413,247.0
1416,205.0
1418,90.0
1423,28.0
1424,17.0
1425,29.0
1433,142.0
1434,161.0
1436,222.0
1442,150.0
1444,94.0
1445,150.0
1452,302.0
1455,217.0
1462,84.0
1467,37.0
1472,45.0
1475,37.0
1493,132.0
1501,24.0
1503,305.0
1504,300.0
1505,2.0
1511,91.0
1512,79.0
1513,107.0
1514,35.0
1528,335.0
1533,324.0
1534,27.0
1536,218.0
1537,33.0
1539,150.0
1550,296.0
1552,206.0
1554,150.0
1555,222.0
1556,41.0
1559,35.0
1563,247.0
1566,173.0
1567,150.0
1568,27.0
1571,85.0
1572,27.0
1574,46.0
1577,16.0
1583,111.0
1585,30.0
1586,296.0
1587,316.0
1596,151.0
1602,37.0
1604,26.0
1605,21.0
1610,222.0
1611,111.0
1616,37.0
1617,117.0
1618,16.0
1622,44.0
1623,33.0
1628,222.0
1631,14.0
1632,91.0
1633,85.0
1634,287.0
1636,222.0
1637,117.0
1643,37.0
1644,117.0
1646,103.0
1648,214.0
1651,20.0
1656,35.0
1658,116.0
1659,17.0
1665,97.0
1666,165.0
1670,49.0
1674,86.0
1679,172.0
1680,222.0
1683,332.0
1686,20.0
1691,117.0
1693,20.0
1696,35.0
1697,117.0
1703,104.0
1706,14.0
1709,173.0
1710,94.0
1712,151.0
1713,132.0
1718,398.0
1719,152.0
1722,150.0
1723,132.0
1724,227.0
1728,104.0
1730,35.0
1732,49.0
1737,20.0
1745,94.0
1747,16.0
1748,2.0
1755,111.0
1759,14.0
1761,205.0
1764,171.0
1765,151.0
1766,94.0
1768,78.0
1770,35.0
1771,119.0
1774,88.0
1785,91.0
1788,300.0
1792,2.0
1794,85.0
1797,108.0
1798,14.0
1799,215.0
1802,129.0
1806,56.0
1808,90.0
1810,151.0
1818,2.0
1819,172.0
1820,278.0
1822,207.0
1826,300.0
1827,213.0
1835,19.0
1841,269.0
1842,137.0
1843,35.0
1846,44.0
1849,61.0
1850,173.0
1851,153.0
1857,29.0
1858,86.0
1860,111.0
1861,244.0
1864,74.0
1869,187.0
1871,69.0
1872,3.0
1875,11.0
1878,324.0
1879,226.0
1885,86.0
1888,37.0
1889,14.0
1890,111.0
1896,189.0
1897,108.0
1898,123.0
1900,69.0
1905,46.0
1908,74.0
1909,108.0
1913,98.0
1918,179.0
1922,213.0
1923,108.0
1925,207.0
1926,189.0
1927,222.0
1930,193.0
1935,117.0
1939,115.0
1942,132.0
1943,1.0
1948,187.0
1949,207.0
1951,132.0
1953,97.0
1959,153.0
1963,21.0
1967,102.0
1973,138.0
1975,29.0
1976,17.0
1990,165.0
1993,119.0
1997,236.0
1999,132.0
2001,304.0
2004,86.0
2010,129.0
2013,91.0
2017,274.0
2021,74.0
2023,74.0
2026,152.0
2037,37.0
2039,75.0
2041,17.0
2046,33.0
2050,14.0
2060,274.0
2067,151.0
2069,302.0
2072,213.0
2074,94.0
2079,302.0
2083,20.0
2085,81.0
2087,23.0
2093,123.0
2094,30.0
2097,46.0
2103,105.0
2104,29.0
2107,132.0
2108,37.0
2110,14.0
2115,126.0
2117,11.0
2125,222.0
2127,263.0
2133,2.0
2134,215.0
2135,132.0
2141,213.0
2143,53.0
2145,86.0
2146,35.0
2147,305.0
2148,29.0
2149,98.0
2165,132.0
2166,213.0
2177,81.0
