id,count
1444,86.62
1445,115.8
1452,244.97
1455,166.53
1462,72.55
1467,81.53
1472,43.99
1475,194.32
1493,110.75
1501,226.14
1503,307.73
1504,207.96
1505,14.63
1511,215.95
1512,56.83
1513,87.13
1514,39.54
1528,246.62
1533,246.07
1534,29.11
1536,154.2
1537,75.75
1539,198.86
1550,222.2
1552,207.48
1554,199.23
1555,363.34
1556,99.0
1559,34.12
1563,245.94
1566,146.1
1567,136.19
1568,27.17
1571,228.01
1572,18.05
1574,55.63
1577,18.49
1583,76.77
1585,31.43
1586,186.84
1587,184.99
1596,151.77
1602,38.46
1604,93.47
1605,33.35
1610,315.81
1611,93.66
1616,34.88
1617,98.36
1618,15.84
1622,45.33
1623,30.36
1628,316.09
1631,16.93
1632,184.76
1633,239.61
1634,312.6
1636,214.27
1637,101.86
1643,130.72
1644,100.93
1646,98.74
1648,206.35
1651,34.15
1656,19.1
1658,141.3
1659,17.04
1665,184.28
1666,137.64
1670,44.33
1674,144.24
1679,200.84
1680,211.08
1683,333.3
1686,27.14
1691,96.23
1693,34.61
1696,42.07
1697,98.72
1703,108.19
1706,26.51
1709,162.73
1710,87.75
1712,189.14
1713,129.41
1718,344.34
1719,166.34
1722,278.72
1723,134.8
1724,293.38
1728,60.2
1730,31.17
1732,29.29
1737,38.72
1745,90.01
1747,14.91
1748,14.06
1755,104.08
1759,18.09
1761,275.93
1764,220.75
1765,153.69
1766,91.69
1768,103.49
1770,29.46
1771,143.41
1774,97.72
1785,125.47
1788,187.39
1792,15.17
1794,233.18
1797,122.08
1798,13.07
1799,272.69
1802,102.05
1806,33.29
1808,85.03
1810,247.7
1818,130.99
1819,377.85
1820,279.76
1822,228.04
1826,213.84
1827,166.5
1835,18.01
1841,111.76
1842,155.65
1843,17.32
1846,46.2
1849,101.26
1850,189.96
1851,201.64
1857,55.79
1858,181.93
1860,97.89
1861,250.33
1864,116.96
1869,327.44
1871,64.71
1872,32.29
1875,16.62
1878,225.38
1879,255.4
1885,92.75
1888,102.15
1889,29.76
1890,95.17
1896,139.08
1897,172.4
1898,113.11
1900,104.98
1905,42.67
1908,120.24
1909,101.99
1913,70.83
1918,107.83
1922,319.5
1923,130.29
1925,267.27
1926,140.2
1927,307.24
1930,189.27
1935,80.54
1939,116.95
1942,94.36
1943,313.08
1948,245.28
1949,261.34
1951,109.55
1953,116.36
1959,129.36
1963,17.0
1967,136.48
1973,260.19
1975,27.36
1976,87.44
1990,112.75
1993,115.12
1997,206.26
1999,125.41
2001,304.4
2004,90.59
2010,97.86
2013,136.66
2017,303.1
2021,112.88
2023,174.24
2026,137.4
2037,34.09
2039,204.71
2041,17.0
2046,30.69
2050,17.66
2060,232.99
2067,101.73
2069,153.21
2072,258.71
2074,141.29
2079,122.16
2083,27.57
2085,209.97
2087,16.8
2093,136.98
2094,30.92
2097,41.35
2103,92.55
2104,50.41
2107,190.52
2108,16.95
2110,98.76
2115,180.92
2117,30.61
2125,315.99
2127,272.7
2133,15.48
2134,374.87
2135,119.91
2141,255.09
2143,31.84
2145,87.76
2146,29.35
2147,282.0
2148,57.29
2149,79.45
2165,121.79
2166,143.48
2177,206.39
