id,count
1379,130.7
1380,286.0
1381,98.28
1384,181.54
1390,185.17
1393,246.81
1395,42.45
1399,329.24
1400,100.22
1401,157.73
1404,168.33
1408,16.18
1409,29.64
1413,216.58
1416,281.54
1418,103.38
1423,102.66
1424,27.84
1425,15.4
1433,251.51
1434,149.82
1436,335.92
1442,242.64
1444,89.13
1445,115.44
1452,213.93
1455,160.61
1462,65.65
1467,81.22
1472,43.06
1475,187.51
1493,109.63
1501,226.01
1503,304.79
1504,218.72
1505,15.02
1511,242.45
1512,45.65
1513,87.9
1514,37.32
1528,234.19
1533,237.55
1534,29.06
1536,156.54
1537,80.4
1539,211.26
1550,219.59
1552,212.05
1554,196.47
1555,365.71
1556,94.47
1559,34.15
1563,235.34
1566,152.85
1567,150.42
1568,31.3
1571,229.9
1572,19.03
1574,45.36
1577,18.45
1583,79.05
1585,32.87
1586,192.54
1587,191.95
1596,150.43
1602,33.56
1604,83.03
1605,34.92
1610,301.16
1611,97.8
1616,32.99
1617,102.06
1618,16.05
1622,44.39
1623,32.91
1628,302.59
1631,17.27
1632,184.19
1633,237.07
1634,317.25
1636,226.44
1637,104.14
1643,123.09
1644,99.69
1646,99.24
1648,214.32
1651,36.75
1656,20.87
1658,149.26
1659,20.07
1665,175.06
1666,143.56
1670,37.84
1674,144.02
1679,204.29
1680,218.56
1683,333.19
1686,28.96
1691,102.34
1693,38.21
1696,37.51
1697,97.12
1703,101.54
1706,28.77
1709,172.13
1710,87.89
1712,195.78
1713,117.44
1718,340.82
1719,166.93
1722,278.67
1723,124.85
1724,288.18
1728,69.46
1730,31.97
1732,27.51
1737,36.34
1745,89.38
1747,14.97
1748,16.46
1755,101.72
1759,16.72
1761,280.35
1764,223.46
1765,142.71
1766,89.43
1768,97.17
1770,31.16
1771,147.3
1774,94.17
1785,139.9
1788,188.62
1792,14.75
1794,230.89
1797,117.86
1798,15.6
1799,260.67
1802,102.44
1806,46.46
1808,83.48
1810,251.8
1818,114.22
1819,369.2
1820,288.96
1822,219.22
1826,222.02
1827,165.84
1835,20.3
1841,112.1
1842,158.19
1843,18.56
1846,46.86
1849,102.97
1850,199.11
1851,185.22
1857,46.74
1858,179.9
1860,93.62
1861,241.2
1864,121.94
1869,317.14
1871,65.98
1872,26.13
1875,17.64
1878,222.28
1879,243.88
1885,90.2
1888,108.37
1889,31.06
1890,95.98
1896,148.95
1897,189.7
1898,128.46
1900,93.31
1905,35.06
1908,122.61
1909,102.12
1913,66.16
1918,111.47
1922,306.19
1923,126.71
1925,265.2
1926,152.97
1927,292.54
1930,194.09
1935,64.96
1939,119.45
1942,93.84
1943,36.11
1948,259.37
1949,257.64
1951,106.73
1953,117.03
1959,133.53
1963,19.1
1967,129.98
1973,265.83
1975,28.26
1976,88.76
1990,115.12
1993,115.46
1997,191.78
1999,126.67
2001,298.78
2004,87.07
2010,108.25
2013,139.2
2017,309.35
2021,117.02
2023,161.27
2026,144.41
2037,29.42
2039,186.29
2041,17.28
2046,28.05
2050,17.58
2060,223.16
2067,102.58
2069,162.0
2072,247.16
2074,144.15
2079,124.08
2083,27.71
2085,173.39
2087,18.01
2093,145.94
2094,32.63
2097,34.35
2103,98.13
2104,46.39
2107,200.24
2108,20.73
2110,95.16
2115,179.68
2117,31.04
2125,310.57
2127,250.46
2133,16.36
2134,369.5
2135,120.34
2141,240.95
2143,42.34
2145,87.84
2146,30.48
2147,278.68
2148,52.86
2149,67.06
2165,121.45
2166,160.53
2177,180.15
